symbol,company_name,sector,industry,Symbol
LTTS.NS,L&T Technology Services Limited,Technology,Information Technology Services,LTTS
LUMAXIND.NS,Lumax Industries Limited,Consumer Cyclical,Auto Parts,LUMAXIND
LUMAXTECH.NS,Lumax Auto Technologies Limited,Consumer Cyclical,Auto Parts,LUMAXTECH
LUPIN.NS,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,LUPIN
LUXIND.NS,Lux Industries Limited,Consumer Cyclical,Apparel Manufacturing,LUXIND
LXCHEM.NS,Laxmi Organic Industries Limited,Basic Materials,Specialty Chemicals,LXCHEM
LYKALABS.NS,Lyka Labs Limited,Healthcare,Biotechnology,LYKALABS
LYPSAGEMS.NS,Aurus Gem Corporation Limited,Consumer Cyclical,Luxury Goods,LYPSAGEMS
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,M&M
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services,M&MFIN
MAANALU.NS,Maan Aluminium Limited,Basic Materials,Aluminum,MAANALU
MACPOWER.NS,Macpower CNC Machines Limited,Industrials,Specialty Industrial Machinery,MACPOWER
MADHAV.NS,Madhav Marbles and Granites Limited,Industrials,Building Products & Equipment,MADHAV
MADHUCON.NS,Madhucon Projects Limited,Industrials,Engineering & Construction,MADHUCON
MADRASFERT.NS,Madras Fertilizers Limited,Basic Materials,Agricultural Inputs,MADRASFERT
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,Consumer Defensive,Confectioners,MAGADSUGAR
MAGNUM.NS,Magnum Ventures Limited,Basic Materials,Paper & Paper Products,MAGNUM
MAHABANK.NS,Bank of Maharashtra,Financial Services,Banks - Regional,MAHABANK
MAHAPE-RE.NS,MAHA RASHTRA APEX CORPOR,,,MAHAPE-RE
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,Financial Services,Credit Services,MAHAPEXLTD
MAHASTEEL.NS,Mahamaya Steel Industries Limited,Basic Materials,Steel,MAHASTEEL
MAHEPC.NS,Mahindra EPC Irrigation Limited,Industrials,Farm & Heavy Construction Machinery,MAHEPC
MAHESHWARI.NS,Maheshwari Logistics Limited,Industrials,Integrated Freight & Logistics,MAHESHWARI
MAHLIFE.NS,Mahindra Lifespace Developers Limited,Real Estate,Real Estate - Development,MAHLIFE
MAHLOG.NS,Mahindra Logistics Limited,Industrials,Integrated Freight & Logistics,MAHLOG
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Financial Services,Asset Management,MAHSCOOTER
MAHSEAMLES.NS,Maharashtra Seamless Limited,Basic Materials,Steel,MAHSEAMLES
MAITHANALL.NS,Maithan Alloys Limited,Basic Materials,Steel,MAITHANALL
MALLCOM.NS,Mallcom (India) Limited,Industrials,Security & Protection Services,MALLCOM
MALUPAPER.NS,Malu Paper Mills Limited,Basic Materials,Paper & Paper Products,MALUPAPER
MAMATA.NS,MAMATA MACHINERY LIMITED,Industrials,Specialty Industrial Machinery,MAMATA
MANAKALUCO.NS,Manaksia Aluminium Company Limited,Basic Materials,Aluminum,MANAKALUCO
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,Industrials,Metal Fabrication,MANAKCOAT
MANAKSIA.NS,Manaksia Limited,Industrials,Metal Fabrication,MANAKSIA
MANAKSTEEL.NS,Manaksia Steels Limited,Basic Materials,Steel,MANAKSTEEL
MANALIPETC.NS,Manali Petrochemicals Limited,Basic Materials,Specialty Chemicals,MANALIPETC
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,Credit Services,MANAPPURAM
MANBA.NS,MANBA FINANCE LIMITED,Financial Services,Credit Services,MANBA
MANCREDIT.NS,Mangal Credit and Fincorp Limited,Financial Services,Credit Services,MANCREDIT
MANGALAM.NS,Mangalam Drugs & Organics Limited,Healthcare,Drug Manufacturers - Specialty & Generic,MANGALAM
MANGLMCEM.NS,Mangalam Cement Limited,Basic Materials,Building Materials,MANGLMCEM
MANINDS.NS,Man Industries (India) Limited,Basic Materials,Steel,MANINDS
MANINFRA.NS,Man Infraconstruction Limited,Industrials,Engineering & Construction,MANINFRA
MANKIND.NS,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,MANKIND
MANOMAY.NS,Manomay Tex India Limited,Consumer Cyclical,Textile Manufacturing,MANOMAY
MANORAMA.NS,Manorama Industries Limited,Consumer Defensive,Packaged Foods,MANORAMA
MANORG.NS,Mangalam Organics Limited,Basic Materials,Specialty Chemicals,MANORG
MANUGRAPH.NS,Manugraph India Limited,Industrials,Specialty Industrial Machinery,MANUGRAPH
MANYAVAR.NS,Vedant Fashions Limited,Consumer Cyclical,Apparel Manufacturing,MANYAVAR
MAPMYINDIA.NS,C. E. Info Systems Limited,Technology,Software - Infrastructure,MAPMYINDIA
MARALOVER.NS,Maral Overseas Limited,Consumer Cyclical,Textile Manufacturing,MARALOVER
MARATHON.NS,Marathon Nextgen Realty Limited,Real Estate,Real Estate - Development,MARATHON
MARICO.NS,Marico Limited,Consumer Defensive,Household & Personal Products,MARICO
MARINE.NS,Marine Electricals (India) Limited,Industrials,Electrical Equipment & Parts,MARINE
MARKOLINES.NS,MARKOLINES PAVEMENT TEC L,Industrials,Infrastructure Operations,MARKOLINES
MARKSANS.NS,Marksans Pharma Limited,Healthcare,Drug Manufacturers - General,MARKSANS
MARSONS.NS,Marsons Limited,Industrials,Electrical Equipment & Parts,MARSONS
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,MARUTI
MASFIN.NS,MAS Financial Services Limited,Financial Services,Credit Services,MASFIN
MASKINVEST.NS,Mask Investments Limited,Financial Services,Capital Markets,MASKINVEST
MASTEK.NS,Mastek Limited,Technology,Information Technology Services,MASTEK
MASTERTR.NS,Master Trust Limited,Financial Services,Capital Markets,MASTERTR
MATRIMONY.NS,Matrimony.com Limited,Communication Services,Internet Content & Information,MATRIMONY
MAWANASUG.NS,Mawana Sugars Limited,Consumer Defensive,Confectioners,MAWANASUG
MAXESTATES.NS,MAX ESTATES LIMITED,Real Estate,Real Estate - Development,MAXESTATES
MAXHEALTH.NS,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,MAXHEALTH
MAXIND.NS,Max India Limited,Healthcare,Medical Care Facilities,MAXIND
MAYURUNIQ.NS,Mayur Uniquoters Limited,Consumer Cyclical,Textile Manufacturing,MAYURUNIQ
MAZDA.NS,Mazda Limited,Industrials,Specialty Industrial Machinery,MAZDA
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,MAZDOCK
MBAPL.NS,Madhya Bharat Agro Products Limited,Basic Materials,Agricultural Inputs,MBAPL
MBEL.NS,M AND B ENGINEERING LTD,Industrials,Engineering & Construction,MBEL
MBLINFRA.NS,MBL Infrastructures Limited,Industrials,Engineering & Construction,MBLINFRA
MCL.NS,M Tek Copper Limited,Basic Materials,Copper,MCL
MCLEODRUSS.NS,McLeod Russel India Limited,Consumer Defensive,Packaged Foods,MCLEODRUSS
MCLOUD.NS,Magellanic Cloud Limited,Technology,Information Technology Services,MCLOUD
MCX.NS,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,MCX
MEDANTA.NS,Global Health Limited,Healthcare,Medical Care Facilities,MEDANTA
MEDIASSIST.NS,MEDI ASSIST HEALTH SER L,Healthcare,Healthcare Plans,MEDIASSIST
MEDICAMEQ.NS,Medicamen Biotech Limited,Healthcare,Drug Manufacturers - Specialty & Generic,MEDICAMEQ
MEDICO.NS,Medico Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,MEDICO
MEDPLUS.NS,MedPlus Health Services Limited,Healthcare,Pharmaceutical Retailers,MEDPLUS
MEESHO.NS,MEESHO LIMITED,Consumer Cyclical,Internet Retail,MEESHO
MEGASTAR.NS,Megastar Foods Limited,Consumer Defensive,Packaged Foods,MEGASTAR
MEIL.NS,MANGAL ELECTRICAL IND L,Industrials,Electrical Equipment & Parts,MEIL
MENONBE.NS,Menon Bearings Limited,Consumer Cyclical,Auto Parts,MENONBE
MEP.NS,MEP Infrastructure Developers Limited,Industrials,Infrastructure Operations,MEP
METROBRAND.NS,Metro Brands Limited,Consumer Cyclical,Apparel Retail,METROBRAND
METROPOLIS.NS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research,METROPOLIS
MFML.NS,Mahalaxmi Fabric Mills Limited,Consumer Cyclical,Textile Manufacturing,MFML
MFSL.NS,Max Financial Services Limited,Financial Services,Insurance - Life,MFSL
MGEL.NS,Mangalam Global Enterprise Limited,Consumer Defensive,Farm Products,MGEL
MGL.NS,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,MGL
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,Consumer Cyclical,Textile Manufacturing,MHLXMIRU
MHRIL.NS,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,Resorts & Casinos,MHRIL
MICEL.NS,MIC Electronics Limited,Technology,Electronic Components,MICEL
MIDHANI.NS,Mishra Dhatu Nigam Limited,Basic Materials,Steel,MIDHANI
MIDWESTLTD.NS,MIDWEST LIMITED,Basic Materials,Building Materials,MIDWESTLTD
MINDACORP.NS,Minda Corporation Limited,Consumer Cyclical,Auto Parts,MINDACORP
MINDTECK.NS,Mindteck (India) Limited,Technology,Information Technology Services,MINDTECK
MIRCELECTR.NS,Onida Electronics Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",MIRCELECTR
MIRZAINT.NS,Mirza International Limited,Consumer Cyclical,Footwear & Accessories,MIRZAINT
MITCON.NS,MITCON Consultancy & Engineering Services Limited,Industrials,Engineering & Construction,MITCON
MITTAL.NS,Mittal Life Style Limited,Consumer Cyclical,Textile Manufacturing,MITTAL
MKPL.NS,M. K. Proteins Limited,Consumer Defensive,Packaged Foods,MKPL
MMFL.NS,M M Forgings Limited,Industrials,Metal Fabrication,MMFL
MMP.NS,MMP Industries Limited,Basic Materials,Aluminum,MMP
MMTC.NS,MMTC Limited,Industrials,Conglomerates,MMTC
MOBIKWIK.NS,ONE MOBIKWIK SYSTEMS LTD,Technology,Software - Infrastructure,MOBIKWIK
MODINATUR.NS,Modi Naturals Limited,Consumer Defensive,Packaged Foods,MODINATUR
MODIRUBBER.NS,Modi Rubber Limited,Real Estate,Real Estate Services,MODIRUBBER
MODIS.NS,Modi's Navnirman Limited,Real Estate,Real Estate - Development,MODIS
MODISONLTD.NS,Modison Limited,Industrials,Electrical Equipment & Parts,MODISONLTD
MODTHREAD.NS,Modern Threads (India) Limited,Consumer Cyclical,Textile Manufacturing,MODTHREAD
MOHITIND.NS,Mohit Industries Limited,Consumer Cyclical,Textile Manufacturing,MOHITIND
MOIL.NS,MOIL Limited,Basic Materials,Other Industrial Metals & Mining,MOIL
MOKSH.NS,Moksh Ornaments Limited,Consumer Cyclical,Luxury Goods,MOKSH
MOL.NS,Meghmani Organics Limited,Basic Materials,Agricultural Inputs,MOL
MOLDTECH.NS,Mold-Tek Technologies Limited,Industrials,Engineering & Construction,MOLDTECH
MOLDTKPAC.NS,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging & Containers,MOLDTKPAC
MONARCH.NS,Monarch Networth Capital Limited,Financial Services,Capital Markets,MONARCH
MONEYBOXX.NS,Moneyboxx Finance Limited,Financial Services,Credit Services,MONEYBOXX
MONTECARLO.NS,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel Manufacturing,MONTECARLO
MORARJEE.NS,Morarjee Textiles Limited,Consumer Cyclical,Textile Manufacturing,MORARJEE
MOREPENLAB.NS,Morepen Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,MOREPENLAB
MOSCHIP.NS,MOSCHIP TECHNOLOGIES LTD,Technology,Semiconductor Equipment & Materials,MOSCHIP
MOTHERSON.NS,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,MOTHERSON
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets,MOTILALOFS
MOTISONS.NS,MOTISONS JEWELLERS LTD,Consumer Cyclical,Luxury Goods,MOTISONS
MOTOGENFIN.NS,The Motor & General Finance Limited,Real Estate,Real Estate Services,MOTOGENFIN
MPHASIS.NS,Mphasis Limited,Technology,Information Technology Services,MPHASIS
MPSLTD.NS,MPS Limited,Communication Services,Publishing,MPSLTD
MRF.NS,MRF Limited,Consumer Cyclical,Auto Parts,MRF
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,Energy,Oil & Gas Refining & Marketing,MRPL
MSPL.NS,MSP Steel & Power Limited,Basic Materials,Steel,MSPL
MSTCLTD.NS,MSTC Limited,Industrials,Conglomerates,MSTCLTD
MSUMI.NS,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts,MSUMI
MTARTECH.NS,MTAR Technologies Limited,Industrials,Specialty Industrial Machinery,MTARTECH
MTEDUCARE.NS,MT Educare Limited,Consumer Defensive,Education & Training Services,MTEDUCARE
MTNL.NS,Mahanagar Telephone Nigam Limited,Communication Services,Telecom Services,MTNL
MUFIN.NS,Mufin Green Finance Limited,Financial Services,Credit Services,MUFIN
MUFTI.NS,CREDO BRANDS MARKETING L,Consumer Cyclical,Apparel Retail,MUFTI
MUKANDLTD.NS,Mukand Limited,Basic Materials,Steel,MUKANDLTD
MUKKA.NS,Mukka Proteins Limited,Consumer Defensive,Packaged Foods,MUKKA
MUKTAARTS.NS,Mukta Arts Limited,Communication Services,Entertainment,MUKTAARTS
MUNJALAU.NS,Munjal Auto Industries Limited,Consumer Cyclical,Auto Parts,MUNJALAU
MUNJALSHOW.NS,Munjal Showa Limited,Consumer Cyclical,Auto Parts,MUNJALSHOW
MURUDCERA.NS,Murudeshwar Ceramics Ltd.,Industrials,Building Products & Equipment,MURUDCERA
MUTHOOTCAP.NS,Muthoot Capital Services Limited,Financial Services,Credit Services,MUTHOOTCAP
MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,Credit Services,MUTHOOTFIN
MUTHOOTMF.NS,MUTHOOT MICROFIN LIMITED,Financial Services,Credit Services,MUTHOOTMF
MVGJL.NS,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,Luxury Goods,MVGJL
MWL.NS,MANGALAM WORLDWIDE LTD,Basic Materials,Steel,MWL
NACLIND.NS,NACL Industries Limited,Basic Materials,Agricultural Inputs,NACLIND
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,Agricultural Inputs,NAGAFERT
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Ltd.,Financial Services,Asset Management,NAGREEKCAP
NAGREEKEXP.NS,Nagreeka Exports Limited,Consumer Cyclical,Textile Manufacturing,NAGREEKEXP
NAHARCAP.NS,Nahar Capital and Financial Services Limited,Financial Services,Capital Markets,NAHARCAP
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,Consumer Cyclical,Textile Manufacturing,NAHARINDUS
NAHARPOLY.NS,Nahar Poly Films Limited,Consumer Cyclical,Packaging & Containers,NAHARPOLY
NAHARSPING.NS,Nahar Spinning Mills Limited,Consumer Cyclical,Textile Manufacturing,NAHARSPING
NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,Asset Management,NAM-INDIA
NARMADA.NS,Narmada Agrobase Limited,Basic Materials,Agricultural Inputs,NARMADA
NATCAPSUQ.NS,Natural Capsules Limited,Healthcare,Drug Manufacturers - Specialty & Generic,NATCAPSUQ
NATCOPHARM.NS,NATCO Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,NATCOPHARM
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,Basic Materials,Agricultural Inputs,NATHBIOGEN
NATIONALUM.NS,National Aluminium Company Limited,Basic Materials,Aluminum,NATIONALUM
NAUKRI.NS,Info Edge (India) Limited,Communication Services,Internet Content & Information,NAUKRI
NAVA.NS,Nava Limited,Industrials,Conglomerates,NAVA
NAVINFLUOR.NS,Navin Fluorine International Limited,Basic Materials,Chemicals,NAVINFLUOR
NAVKARCORP.NS,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics,NAVKARCORP
NAVKARURB.NS,Navkar Urbanstructure Limited,Basic Materials,Building Materials,NAVKARURB
NAVNETEDUL.NS,Navneet Education Limited,Communication Services,Publishing,NAVNETEDUL
NAZARA.NS,Nazara Technologies Limited,Communication Services,Electronic Gaming & Multimedia,NAZARA
NBCC.NS,NBCC (India) Limited,Industrials,Engineering & Construction,NBCC
NBIFIN.NS,N.B.I. Industrial Finance Company Limited,Financial Services,Capital Markets,NBIFIN
NCC.NS,NCC Limited,Industrials,Engineering & Construction,NCC
NCLIND.NS,NCL Industries Limited,Basic Materials,Building Materials,NCLIND
NDGL.NS,Naga Dhunseri Group Limited,Financial Services,Capital Markets,NDGL
NDL.NS,Nandan Denim Limited,Consumer Cyclical,Textile Manufacturing,NDL
NDLVENTURE.NS,NDL Ventures Limited,Communication Services,Entertainment,NDLVENTURE
NDRAUTO.NS,NDR Auto Components Limited,Consumer Cyclical,Auto Parts,NDRAUTO
NDTV.NS,New Delhi Television Limited,Communication Services,Broadcasting,NDTV
NECCLTD.NS,North Eastern Carrying Corporation Limited,Industrials,Trucking,NECCLTD
NECLIFE.NS,Nectar Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,NECLIFE
NELCAST.NS,Nelcast Limited,Industrials,Metal Fabrication,NELCAST
NELCO.NS,Nelco Limited,Technology,Communication Equipment,NELCO
NEOGEN.NS,Neogen Chemicals Limited,Basic Materials,Specialty Chemicals,NEOGEN
NEPHROPLUS.NS,NEPHROCARE HEALTH SERV L,Healthcare,Medical Care Facilities,NEPHROPLUS
NESCO.NS,Nesco Limited,Industrials,Conglomerates,NESCO
NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,Packaged Foods,NESTLEIND
NETWEB.NS,Netweb Technologies India Limited,Technology,Computer Hardware,NETWEB
NETWORK18.NS,Network18 Media & Investments Limited,Communication Services,Entertainment,NETWORK18
NEUEON.NS,Neueon Corporation Limited,Basic Materials,Steel,NEUEON
NEULANDLAB.NS,Neuland Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,NEULANDLAB
NEWGEN.NS,Newgen Software Technologies Limited,Technology,Software - Infrastructure,NEWGEN
NEXTMEDIA.NS,Next Mediaworks Limited,Communication Services,Broadcasting,NEXTMEDIA
NFL.NS,National Fertilizers Limited,Basic Materials,Agricultural Inputs,NFL
NGIL.NS,Nakoda Group of Industries Limited,Consumer Defensive,Packaged Foods,NGIL
NGLFINE.NS,NGL Fine-Chem Limited,Healthcare,Drug Manufacturers - General,NGLFINE
NH.NS,Narayana Hrudayalaya Limited,Healthcare,Medical Care Facilities,NH
NHPC.NS,NHPC Limited,Utilities,Utilities - Renewable,NHPC
NIACL.NS,The New India Assurance Company Limited,Financial Services,Insurance - Diversified,NIACL
NIBE.NS,Nibe Limited,Industrials,Conglomerates,NIBE
NIBL.NS,NRB Industrial Bearings Limited,Industrials,Tools & Accessories,NIBL
NIITLTD.NS,NIIT Limited,Consumer Defensive,Education & Training Services,NIITLTD
NIITMTS.NS,NIIT Learning Systems Limited,Consumer Defensive,Education & Training Services,NIITMTS
NILAINFRA.NS,Nila Infrastructures Limited,Real Estate,Real Estate - Development,NILAINFRA
NILASPACES.NS,Nila Spaces Limited,Real Estate,Real Estate - Development,NILASPACES
NILKAMAL.NS,Nilkamal Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NILKAMAL
NIMBSPROJ.NS,Nimbus Projects Limited,,,NIMBSPROJ
NINSYS.NS,NINtec Systems Limited,Technology,Information Technology Services,NINSYS
NIPPOBATRY.NS,Indo National Limited,Industrials,Electrical Equipment & Parts,NIPPOBATRY
NIRAJ.NS,Niraj Cement Structurals Limited,Industrials,Engineering & Construction,NIRAJ
NIRAJISPAT.NS,Niraj Ispat Industries Limited,Consumer Cyclical,Apparel Manufacturing,NIRAJISPAT
NITCO.NS,NITCO Limited,Industrials,Building Products & Equipment,NITCO
NITINSPIN.NS,Nitin Spinners Limited,Consumer Cyclical,Textile Manufacturing,NITINSPIN
NITIRAJ.NS,Nitiraj Engineers Limited,Technology,Scientific & Technical Instruments,NITIRAJ
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,Financial Services,Insurance - Life,NIVABUPA
NKIND.NS,N.K Industries Limited,Consumer Defensive,Household & Personal Products,NKIND
NLCINDIA.NS,NLC India Limited,Utilities,Utilities - Regulated Electric,NLCINDIA
NMDC.NS,NMDC Limited,Basic Materials,Steel,NMDC
NOCIL.NS,NOCIL Limited,Basic Materials,Specialty Chemicals,NOCIL
NOIDATOLL.NS,Noida Toll Bridge Company Limited,Industrials,Infrastructure Operations,NOIDATOLL
NORBTEAEXP.NS,Norben Tea & Exports Limited,Consumer Defensive,Farm Products,NORBTEAEXP
NORTHARC.NS,Northern Arc Capital Limited,Financial Services,Credit Services,NORTHARC
NOVAAGRI.NS,Nova Agritech Limited,Basic Materials,Agricultural Inputs,NOVAAGRI
NPST.NS,NETWORK PEOPLE SRV TECH L,Technology,Software - Application,NPST
NRAIL.NS,N R Agarwal Industries Limited,Basic Materials,Paper & Paper Products,NRAIL
NRBBEARING.NS,NRB Bearings Limited,Consumer Cyclical,Auto Parts,NRBBEARING
NRL.NS,Nupur Recyclers Limited,Industrials,Waste Management,NRL
NSIL.NS,Nalwa Sons Investments Limited,Financial Services,Asset Management,NSIL
NSLNISP.NS,NMDC Steel Limited,Basic Materials,Steel,NSLNISP
NTPC.NS,NTPC Limited,Utilities,Utilities - Regulated Electric,NTPC
NTPCGREEN.NS,NTPC GREEN ENERGY LIMITED,Utilities,Utilities - Renewable,NTPCGREEN
NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,NUCLEUS
NURECA.NS,Nureca Limited,Healthcare,Medical Devices,NURECA
NUVAMA.NS,Nuvama Wealth Management Limited,Financial Services,Asset Management,NUVAMA
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Basic Materials,Building Materials,NUVOCO
NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,NYKAA
OAL.NS,Oriental Aromatics Limited,Basic Materials,Specialty Chemicals,OAL
OBCL.NS,OBCL Limited,Industrials,Trucking,OBCL
OBEROIRLTY.NS,Oberoi Realty Limited,Real Estate,Real Estate - Development,OBEROIRLTY
OCCLLTD.NS,OCCL Limited,Basic Materials,Chemicals,OCCLLTD
ODIGMA.NS,Odigma Consultancy Solutions Limited,Communication Services,Advertising Agencies,ODIGMA
OFSS.NS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,OFSS
OIL.NS,Oil India Limited,Energy,Oil & Gas Integrated,OIL
OILCOUNTUB.NS,Oil Country Tubular Limited,Energy,Oil & Gas Equipment & Services,OILCOUNTUB
OLAELEC.NS,OLA ELECTRIC MOBILITY LTD,Consumer Cyclical,Auto Manufacturers,OLAELEC
OLECTRA.NS,Olectra Greentech Limited,Industrials,Farm & Heavy Construction Machinery,OLECTRA
OMAXAUTO.NS,Omax Autos Limited,Consumer Cyclical,Auto Parts,OMAXAUTO
OMAXE.NS,Omaxe Limited,Real Estate,Real Estate - Development,OMAXE
OMFREIGHT.NS,OM FREIGHT FORWARDERS LTD,Industrials,Integrated Freight & Logistics,OMFREIGHT
OMINFRAL.NS,Om Infra Limited,Industrials,Engineering & Construction,OMINFRAL
OMKARCHEM.NS,Omkar Speciality Chemicals Limited,Basic Materials,Specialty Chemicals,OMKARCHEM
OMNI.NS,OMNITECH ENGINEERING LTD,Industrials,Specialty Industrial Machinery,OMNI
ONELIFECAP.NS,Onelife Capital Advisors Limited,Financial Services,Capital Markets,ONELIFECAP
ONEPOINT.NS,One Point One Solutions Limited,Industrials,Specialty Business Services,ONEPOINT
ONESOURCE.NS,ONESOURCE SPECL PHARMA L,Healthcare,Biotechnology,ONESOURCE
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,ONGC
ONMOBILE.NS,OnMobile Global Limited,Communication Services,Telecom Services,ONMOBILE
ONWARDTEC.NS,Onward Technologies Limited,Technology,Information Technology Services,ONWARDTEC
OPTIEMUS.NS,Optiemus Infracom Limited,Technology,Electronics & Computer Distribution,OPTIEMUS
ORBTEXP.NS,Orbit Exports Limited,Consumer Cyclical,Textile Manufacturing,ORBTEXP
ORCHASP.NS,Orchasp Limited,Technology,Software - Application,ORCHASP
ORCHPHARMA.NS,Orchid Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ORCHPHARMA
ORICONENT.NS,Oricon Enterprises Limited,Consumer Cyclical,Packaging & Containers,ORICONENT
ORIENTALTL.NS,Oriental Trimex Limited,Industrials,Building Products & Equipment,ORIENTALTL
ORIENTBELL.NS,Orient Bell Limited,Industrials,Building Products & Equipment,ORIENTBELL
ORIENTCEM.NS,Orient Cement Limited,Basic Materials,Building Materials,ORIENTCEM
ORIENTCER.NS,Orient Ceratech Limited,Basic Materials,Specialty Chemicals,ORIENTCER
ORIENTELEC.NS,Orient Electric Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",ORIENTELEC
ORIENTHOT.NS,Oriental Hotels Limited,Consumer Cyclical,Lodging,ORIENTHOT
ORIENTLTD.NS,Orient Press Limited,Consumer Cyclical,Packaging & Containers,ORIENTLTD
ORIENTPPR.NS,Orient Paper & Industries Limited,Basic Materials,Paper & Paper Products,ORIENTPPR
ORIENTTECH.NS,ORIENT TECHNOLOGIES LTD,Technology,Information Technology Services,ORIENTTECH
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,Basic Materials,Steel,ORISSAMINE
ORKLAINDIA.NS,ORKLA INDIA LIMITED,Consumer Defensive,Packaged Foods,ORKLAINDIA
ORTEL.NS,Ortel Communications Limited,Communication Services,Entertainment,ORTEL
ORTINGLOBE.NS,Ortin Global Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ORTINGLOBE
OSIAHYPER.NS,Osia Hyper Retail Limited,Consumer Cyclical,Department Stores,OSIAHYPER
OSWALAGRO.NS,Oswal Agro Mills Limited,Real Estate,Real Estate - Development,OSWALAGRO
OSWALGREEN.NS,Oswal Greentech Limited,Financial Services,Asset Management,OSWALGREEN
OSWALPUMPS.NS,OSWAL PUMPS LIMITED,Industrials,Electrical Equipment & Parts,OSWALPUMPS
OSWALSEEDS.NS,ShreeOswal Seeds and Chemicals Limited,Basic Materials,Agricultural Inputs,OSWALSEEDS
PACEDIGITK.NS,Pace Digitek Limited,Technology,Communication Equipment,PACEDIGITK
PAGEIND.NS,Page Industries Limited,Consumer Cyclical,Apparel Manufacturing,PAGEIND
PAISALO.NS,Paisalo Digital Limited,Financial Services,Credit Services,PAISALO
PAKKA.NS,Pakka Limited,Basic Materials,Paper & Paper Products,PAKKA
PALASHSECU.NS,Palash Securities Limited,Consumer Defensive,Packaged Foods,PALASHSECU
PALREDTEC.NS,Palred Technologies Limited,Technology,Consumer Electronics,PALREDTEC
PANACEABIO.NS,Panacea Biotec Limited,Healthcare,Biotechnology,PANACEABIO
PANACHE.NS,Panache Digilife Limited,Technology,Communication Equipment,PANACHE
PANAMAPET.NS,Panama Petrochem Limited,Energy,Oil & Gas Refining & Marketing,PANAMAPET
PANSARI.NS,Pansari Developers Limited,Real Estate,Real Estate - Development,PANSARI
PAR.NS,Par Drugs and Chemicals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,PAR
PARACABLES.NS,Paramount Communications Limited,Technology,Communication Equipment,PARACABLES
PARADEEP.NS,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs,PARADEEP
PARAGMILK.NS,Parag Milk Foods Limited,Consumer Defensive,Packaged Foods,PARAGMILK
PARAS.NS,Paras Defence and Space Technologies Limited,Industrials,Aerospace & Defense,PARAS
